Full Name, Age, Phone number, Street Adress, Code, City, Pet
Andreas Nordby,50,+47 95 43 94 53,Klokkerringen 9,4708,Vest,Serengeti
Lars Gundersen,34,60 78 18 39,Nedre Elveeggen 4,2200,Nord,Indian pariah dog
Mathias Aalerud,47,582 89 768,Kirkeengen 5,9022,Sand,Canadian Eskimo Dog
Kristoffer Jørgensen,82,rsfago8,Johansensvei 7,8069,Lo,Shih Tzu
Dr. Hanna Vegge,49,78 49 56 46,Alexanders Gate 91,3856,Sand,Bengal
Selma Eriksen,18,dsgwth5r,Solsvingen 11,6846,Tand,Highlander
Ida Jakobsen,52,+47 43 70 40 05,Bekkespranget 6,8206,Mal,Havana
Jonathan Henriksen,93,+47 59 93 75 56,Soldugggrenda 8,3810,Mal,Ocicat
Selma Skoglund II,15,+47 23 73 89 94,Bruvika 35,1615,Lille,Lupo Italiano
Kristoffer Nguyen,94,+47 36 89 32 08,Furuengen 09,1726,Fager,Staffordshire Bull Terrier
Dr. Natalie Andresen,45,55 66 14 13,Løkensgate 2,2031,Inn,Egyptian Mau
Nikolai Ødegård,38,+47 29 07 95 41,Kirkemarka 7,0268,Ut,Serengeti
Daniel Tangen,88,66 23 37 42,Martins Vei 07,9944,Lille,Kuvasz
Mari Torgersen,17,58686433,Konvallmoen 73,1244,Nær,Donskoy
Sara Haugen,41,27589739,Natalies Gate 12,2265,Fager,Turkish Van
Ida Evensen,28,34862354,Oskargata 9,0153,Tand,Telomian
Elise Danielsen,87,+47 35 48 84 99,Nedre Lillesvingen 5,0109,Inn,Miniature Pinscher
Andreas Andreassen,50,+47 23 96 45 64,Vedviksgate 69,8464,Vest,Carolina Dog
Natalie Danielsen,80,45 54 75 70,Nedre Korsbråten 09,7685,Høy,Shikoku
Even Moen,33,+47 96 76 46 73,Klevensgate 2,5491,Lo,Dunker
Isak Thoresen Sr.,85,+47 65 66 31 01,Jørgensens Vei 7,5324,Fet,Kuvasz
Victoria Bakken,74,995 33 845,Øvre Malmringen 62,3713,Vest,Eurasier
Ida Amundsen,78,342 73 282,Dammarka 3,3295,Inn,Jack Russell Terrier
Alexander Larsen,53,14 97 27 08,Øvre Solmoen 8,0918,Ut,Austrian Pinscher
Natalie Pedersen,30,+47 35 15 06 63,Øvre Litjbråten 21,4530,Mal,Australian Kelpie
Julie Bakken,80,30326992,Øvre Rognekroken 8,0659,Stav,Ocicat
Markus Sørensen,26,263 42 190,Østre Geiteryggbakken 83,8049,Sme,Clumber Spaniel
Benjamin Rasmussen,48,+47 65 12 41 27,Oliversvei 5,7189,Sme,Siamese
Jørgen Moen,83,03515481,Thomasgata 4,9912,Sme,Spanish Water Dog
Mina Haugen I,56,04 67 73 19,Korskroken 23,5394,Nord,Indian Spitz
Nora Hagen,95,86 29 54 86,Østre Bjørkeekra 08,9496,Mal,Patterdale Terrier
Isak Eide,71,96 49 53 75,Sjøflata 03,0537,Nær,American Shorthair
Sondre Halvorsen,70,+47 27 07 32 43,Berghøgda 1,4081,Stav,Drentse Patrijshond
Maren Rasmussen,69,145 00 814,Woldsgate 7,1980,Fet,Australian Terrier
Emilie Kristiansen,86,143 03 936,Østlis Gate 53,0941,Høy,undefined
Prof. Ingrid Aas,35,06786106,Liesgate 78,1317,Fet,Ragdoll
Even Gran,17,+47 58 57 66 31,Vestre Torghagen 8,0463,Nord,Norwegian Forest Cat
Ingrid Andersen,93,819 74 318,Gamle Prestealléen 42,5832,Lo,Abyssinian
Oda Evensen,42,06466347,Danielsvei 9,3488,Sand,Nebelung
Andrea Nordskaug,77,26 61 54 86,Andresengata 9,2820,Fet,Koyun dog
Eirik Solberg,29,902 07 509,Nordskaugsgate 11,0389,Nær,Turkish Van
Andreas Gran,31,480 16 467,Øvre Geiteryggløkka 16,4842,Gjes,American Bobtail
Mikkel Bakke,86,04 11 48 34,Geiterygghavna 81,0269,Vest,undefined
Emma Ruud,46,247 12 514,Odasgate 1,7150,Nord,Turkish Angora
Dr. Daniel Moen III,37,53 58 58 31,Løkensgate 59,0512,Høy,Campeiro Bulldog
Mathias Thoresen,37,79964344,Arnesens Vei 19,4666,Tand,Serengeti
Synne Pedersen,37,08970553,Vestre Torgvollen 98,2829,Sme,Somali
23,564 00 771,Lundegata 3,4715,Sme,Cursinu
Elise Olsen Sr.,34,442 36 770,Olivergata 68,2120,Lille,Munchkin
Kaja Røed,26,89455807,Konvallhavna 2,9678,Gjes,Braque du Bourbonnais
Silje Kleven,56,080 61 826,Øvre Tingtoppen 57,0096,Gjes,Shih Tzu
Henrik Krogh,23,+47 31 69 74 91,Øvre Furugata 44,0312,Nord,Burmese
Isak Moen,20,257 54 866,Øvre Fururoa 92,8361,Nær,Neapolitan Mastiff
Mina Johannessen,31,+47 97 75 85 40,Torgersengata 93,5121,Nær,Exotic Shorthair
Eline Amundsen,87,+47 05 29 01 35,Lillehagen 1,1026,Stor,Manx
Jenny Berg,44,860 27 291,Søndre Hestemyrkroken 65,0769,Nær,Highlander
Mia Karlsen,22,+47 64 98 92 76,Høyspranget 2,1086,Nord,American Hairless Terrier
Daniel Sørlie,20,null,Øvre Elvestubben 74,1508,Tand,Olde English Bulldogge
Kasper Sæther,48,+47 51 87 66 10,Kaspers Gate 82,0173,Lo,Burmese
Elise Nordby,27,868 03 598,Sjøskrenten 0,0636,Nær,Šarplaninac
Prof. Jørgen Amundsen,57,86 39 36 57,Løkensgate 00,0687,Nord,Kokoni
Jakob Bjerke,15,38 99 73 73,Geiteryggsvingen 31,5316,Nord,Black and Tan Coonhound
Ingrid Østli,37,199 47 795,Mikkelgata 42,2346,Fet,undefined
Maja Andersen,75,081 62 972,Soldugggropa 5,3986,Lille,Japanese Terrier
Mari Nordby,28,null,Amundsens Vei 2,0407,Sand,Pyrenean Mastiff
Henrik Skoglund,62,06742676,Andersgata 44,2142,Lo,Chartreux
Sander Karlsen,31,59 69 81 43,Saras Gate 50,0417,Sand,Beauceron
Vilde Moen,64,+47 44 04 09 61,Høymoen 5,7980,Lo,Sokoke
Martin Strand,58,+47 56 15 53 88,Vestre Rognerøa 80,1294,Lille,Somali
Theodor Haukelidsæter,25,145 66 514,Edvardsenveien 5,0748,Vest,Turkish Van
Jørgen Nguyen,39,+47 49 50 27 62,Lilleløkka 92,0136,Stor,Devon Rex
Silje Gran,19,52139828,Østre Lillestranda 6,7785,Mal,Persian
Prof. Kaja Glosli,77,64438461,Klokkermyra 4,3005,Tand,American Foxhound
Filip Olsen I,75,96887643,Solheims Gate 25,6524,Inn,Thai
Tobias Aalerud,54,83503630,Alexanderveien 2,3778,Nord,Styrian Coarse-haired Hound
Mina Nielsen,44,465 14 632,Mariasvei 6,5339,Gjes,Egyptian Mau
Prof. Ole Hopland III,23,+47 20 80 21 40,Tuvaveien 88,9262,Nær,Grand Griffon Vendéen
Aurora Arnesen,56,29612675,Mathiassvei 9,0584,Ut,Cimarrón Uruguayo
Kaja Nielsen,82,374 53 691,Østre Prestefaret 88,8492,Nær,Eurasier
Mina Solberg,84,+47 80 04 84 23,Klevens Gate 40,0794,Lo,Nebelung
Anders Jørgensen,29,10662093,Prestelyngen 75,6364,Sand,Spinone Italiano
Mathias Bakken,87,81017144,Holms Gate 6,0675,Nord,Rottweiler
Linnea Skoglund,28,16794152,Brulunden 50,0967,Nær,British Shorthair
Tuva Christiansen,36,52 79 18 57,Øvre Sjøkroken 4,6841,Mal,Manx
Oskar Østby,30,621 03 098,Sollisvei 44,3668,Mal,Munchkin
Camilla Johansen III,53,+47 38 61 57 70,Akselveien 7,0188,Nær,Artois Hound
Tobias Hagen,59,29 38 05 81,Bekkehaugen 46,9843,Høy,Austrian Pinscher
Julie Lunde I,85,+47 56 88 25 64,Søndre Heggehaugen 36,8546,Mal,Swedish White Elkhound
William Henriksen,59,41174494,6453,Nær,Pixiebob
Mari Sørlie,24,03020028,Bjørkemoen 2,8439,Tand,Bully Kutta
Henrik Lie,66,+47 07 64 12 73,Kueggen 81,0107,Tand,Rampur Greyhound
Noah Solli V,74,97 54 55 68,Idas Vei 35,2402,Gjes,Tornjak
Simen Jørgensen,81,76 97 43 40,Gamle Geiteryggskrenten 81,6256,Ut,American Foxhound
Prof. Hanna Jacobsen,78,16666422,Øvre Kuhavna 02,4838,Stav,Tosa
Maja Olstad,27,94 81 20 27,Furuhøgda 9,5184,Nord,Serengeti
Joakim Ruud V,17,879 87 147,Løkens Vei 01,0219,Tand,British Shorthair
Jonathan Johnsen,52,75 35 33 52,Karlsensgate 12,0016,Gjes,Norwegian Forest Cat
Prof. Elise Tangen,74,+47 95 68 20 06,Bergbråten 05,9940,Lille,Peterbald
Thomas Christiansen,46,10 06 40 59,Søndre Solduggskogen 5,3529,Tand,Persian
Lars Torp,31,+47 85 38 37 48,Markuss Gate 44,1430,Inn,Chortai
Emil Glosli,40,744 36 280,Gamle Torgtoppen 43,3371,Inn,Korat
Martine Holm Sr.,65,+47 91 85 64 31,Annas Vei 6,0313,Fager,Hanover Hound
Hedda Johansen,34,14 11 45 84,Østre Solvollen 12,6586,Nord,Galgo Español
Alexander Kristoffersen,18,47915968,Williams Vei 52,1889,Nord,Dogue de Bordeaux
Amalie Huseby,18,141 28 070,Vestre Furumoen 1,0074,Inn,Bombay
Even Vedvik,53,+47 73 00 95 59,Østre Tinglia 14,1489,Fet,German Shepherd Dog
Elise Berg,22,84 53 24 80,Hansens Gate 52,9677,Nord,Sloughi
Prof. Camilla Sørensen,79,952 27 603,Theasgate 5,3045,Fager,Kromfohrländer
Mikkel Fjeld,81,28 43 36 26,Solbergs Gate 75,2391,Tand,Thai
Jonathan Torgersen,40,+47 06 05 69 39,Søndre Furualléen 40,7615,Lille,Dunker
Daniel Vedvik,15,01213071,Jonathans Vei 6,8360,Nord,Ragdoll
Ole Glosli,23,45986967,Berntsensgate 9,7064,Nord,Istrian Shorthaired Hound
Oliver Lunde,19,810 37 424,Graneggen 2,7053,Vest,Jindo
Daniel Edvardsen,32,387 26 339,Holmsgate 0,3147,Sme,Sphynx
Filip Andresen,62,+47 71 53 00 36,Rogneskogen 3,7705,Sme,Koyun dog
Leah Mathisen I,95,+47 62 38 60 55,Lies Vei 15,7003,Stor,Keeshond
Aksel Kristensen,70,519 08 871,Søndre Malmstubben 1,0202,Mal,Phalène
Anders Myhrer,93,004 37 428,Mathildeveien 0,4259,Lo,Maine Coon
Filip Haugen,94,39395458,Larsveien 9,0775,Lille,Exotic Shorthair
Markus Fjeld,68,28 68 14 85,Kumarka 5,6297,Ut,Scottish Fold
Jonathan Solheim III,84,95391613,Gamle Sjøgjerdet 94,7595,Inn,Savannah
Dr. Natalie Berntsen,38,01168966,Søndre Vassmoen 5,0535,Fet,Snowshoe
Andrea Sørlie,37,787 77 046,Gamle Kulunden 03,2339,Høy,Pixiebob
Dr. Andrea Nilsen,76,463 74 147,Østre Blåveishaugen 5,0451,Vest,Sokoke
Sander Jacobsen,63,23 78 03 49,Malinveien 99,4203,Gjes,American Wirehair
Julie Holm,79,+47 65 63 68 64,Gamle Heggemyra 1,4620,Sme,Chinese Crested Dog
Karoline Haugen,45,63 46 55 75,Eiriksgate 00,9784,Vest,undefined
Dr. Lars Carlsen,22,07 74 14 19,Woldgata 6,0104,Stor,Singapura
Maria Fossum,70,807 12 544,Karolines Vei 69,0192,Nær,Spinone Italiano
Kristoffer Moe Sr.,47,+47 93 22 32 11,Minagata 32,4723,Vest,Japanese Bobtail
Sunniva Carlsen,66,289 60 259,Malmstubben 8,6262,Gjes,Rat Terrier
Prof. Johannes Berg,73,140 49 986,Heggelunden 6,0304,Tand,Sphynx
Ingrid Evensen,81,648 51 026,Nedre Granstien 2,0381,Nord,Tonkinese
Even Pedersen III,67,09 27 04 19,Ingrids Gate 83,7250,Nord,Minskin
Leah Kleven,53,38549004,Øvre Eikeringen 6,0767,Nær,Norwegian Elkhound
Fredrik Christiansen,85,225 62 657,Høyalléen 50,9173,Ut,Hovawart
Natalie Nguyen,39,31246853,Konvallgata 2,7216,Fet,Ocicat
Jenny Johnsen,47,21 16 18 07,Gamle Bjørkeplassen 3,2629,Lo,Nebelung
Benjamin Fredriksen,54,567 14 388,Håkonveien 2,1339,Tand,Havanese
Helene Eide,53,+47 24 91 93 64,Rogneåsen 8,8547,Høy,Pixiebob
Mathilde Sørensen,23,62 82 05 46,Kristoffersengata 30,3563,Fager,Leonberger
Maren Borge,18,43 68 96 76,Holmgata 6,3900,Stor,Kerry Blue Terrier
Prof. Jonas Nordby I,62,+47 47 84 41 05,Haugensgate 52,7795,Vest,Rajapalayam
Elias Kristiansen V,74,90 91 37 83,Malmgata 0,4728,Vest,Himalayan
Emilie Berge III,42,314 21 318,Finstadveien 9,7036,Vest,Podenco Valenciano
Håkon Berg,40,+47 00 20 53 63,Andreas Vei 6,2606,Nord,Lancashire Heeler
Dr. Even Solli,65,462 83 143,Jonathangata 5,7163,Sme,Abyssinian
Martin Kristoffersen,67,824 28 106,Vildes Vei 95,8428,Ut,Smalandstövare
Aurora Fjeld,93,75635154,Vildesgate 9,3685,Nord,Australian Shepherd
Dr. Aksel Nguyen,19,+47 14 82 53 05,Øvre Granittstykket 5,0964,Nord,Persian
Kristine Danielsen,31,35 90 82 62,Williamgata 3,2895,Stav,Pyrenean Mastiff
Hanna Fredriksen,48,+47 29 83 76 05,Carlsengata 2,0446,Lille,Bengal
Thea Mathisen,35,+47 05 19 41 82,Nedre Heggestranda 4,7195,Inn,Alaskan Husky
Anders Andresen,28,99256557,Kualléen 4,7244,Fager,undefined
Mats Svendsen,17,+47 94 91 30 39,Øvre Blåveisrøa 9,8839,Fager,English Foxhound
Dr. Jonathan Krogh,27,23 07 98 77,Jonass Gate 89,2500,Fager,Caucasian Shepherd Dog
Lars Edvardsen,72,088 34 529,Ryans Vei 05,0376,Inn,Russian Blue
Maja Huseby,95,61290871,Vestre Berglunden 04,0862,Ut,Japanese Bobtail
Frida Eriksen,27,+47 47 27 44 99,Nedre Granittjordet 93,2228,Stor,Singapura
Daniel Bjerke,66,+47 75 50 08 86,Granringen 6,0183,Lo,Miniature Bull Terrier
Kristine Østby,83,91193921,Nedre Klokkerroa 2,6253,Ut,Serengeti
Sandra Jørgensen,83,63328199,Eriksengata 97,4186,Sand,Turkish Van
Hanna Olsen,74,50357225,Østre Torgspranget 03,0221,Tand,Burmese
Isak Amundsen,94,85336471,Presteåsen 87,0715,Ut,West Siberian Laika
Herman Johansen,92,89274095,Øvre Furueggen 5,8917,Vest,Peterbald
Helene Lie,87,46 27 56 94,Tobiass Vei 54,0369,Lille,Alano Español
Mari Huseby,66,20705448,Bakkes Gate 8,2608,Nær,Korat
Tuva Løken,23,+47 04 45 94 92,Eliseveien 31,6137,Fet,Havana
Tuva Arnesen,22,33511301,Torgtjernet 53,2156,Stav,Magyar agár
Daniel Evensen,59,+47 81 38 26 67,Aaleruds Gate 00,6542,Sme,Taiwan Dog
Magnus Amundsen,62,+47 03 79 86 53,Rasmussens Vei 21,9254,Høy,Pixiebob
Marie Carlsen,65,24 91 01 40,Rognelia 8,9851,Sand,undefined
Sebastian Martinsen,94,+47 20 34 31 12,Vestre Sjøeggen 70,6487,Sme,Grand Anglo-Français Blanc et Noir
Frida Torgersen,30,21 57 74 07,Nedre Hestemyrroa 8,3774,Vest,LaPerm
Andrea Østby,70,232 28 085,Oskargata 52,0358,Sand,Chortai
Linnea Mathisen,80,749 01 530,Jennys Gate 83,7352,Stav,Maine Coon
Emil Kristoffersen,83,82984525,Andreassens Vei 08,0936,Lille,Devon Rex
Elise Christiansen,92,+47 42 25 43 99,Skuteruds Vei 4,1878,Høy,Devon Rex
Marte Edvardsen III,70,299 05 826,Ryangata 20,6955,Ut,Transylvanian Hound
Anna Myhrer,68,32247131,Østliveien 74,5640,Ut,Devon Rex
28,40073982,Lieveien 16,0462,Ut,Banjara Hound
Lucas Dahl,76,+47 41 59 50 98,Bjørnstadsvei 3,0924,Høy,Chartreux
Prof. Emma Stensrud III,17,707 34 470,Gamle Heggeringen 1,0544,Fet,French Bulldog
Isak Jensen,71,07 10 29 18,Kajas Gate 0,9648,Fet,Siberian
Sebastian Skuterud,28,49 84 51 88,Granlunden 83,9992,Nord,Serengeti
Eline Nygård,26,41 65 22 36,Nordskaugs Gate 59,2755,Lo,Ocicat
Amalie Strand,94,239 56 193,Vestre Hestemyrstien 52,9407,Gjes,Carpathian Shepherd Dog
Helene Kristoffersen,20,99 57 11 08,Tingmoen 6,5153,Gjes,Pont-Audemer Spaniel
Malin Rasmussen,43,71589806,Bergmyra 4,8388,Nord,Havana
Kristine Hopland,76,49 97 60 55,Kristinegata 3,0010,Sme,Bucovina Shepherd Dog
Daniel Krogh III,23,+47 29 87 01 81,Johnsenveien 75,9165,Nær,Manx
Sandra Kristiansen,25,13 74 12 23,Søndre Kirkesvingen 7,0582,Tand,Selkirk Rex
Jenny Huseby,68,75 52 83 18,Jacobsensgate 44,9648,Fet,Finnish Lapphund
Henrik Larsen IV,43,19075715,Bergveien 54,4510,Høy,Munchkin
Emilie Danielsen,20,+47 12 33 72 21,Nedre Eiketunet 5,3113,Lo,Sokoke
Tobias Smogeli,20,62 10 23 91,Litjekra 3,0107,Fager,American Wirehair
Hedda Aas,43,29208281,Markusgata 8,1149,Vest,Dogue Brasileiro
Mathilde Fjeld,71,12009627,Kugrenda 86,6207,Mal,Chartreux
Thomas Skoglund I,58,89 10 39 14,Noahs Gate 0,5303,Gjes,Chartreux
Hedda Evensen,52,+47 04 83 31 15,Fosseeggen 06,0028,Ut,Scottish Fold
Maren Nordby,22,+47 77 40 10 05,Dahlsgate 06,4631,Fet,Xiasi Dog
Isak Huseby,46,+47 19 01 40 64,Gundersensvei 7,1442,Sme,Savannah
Kristian Hopland,22,10 40 10 13,Øvre Fosseåsen 32,0367,Gjes,Serrano Bulldog
Helene Torp,67,baf1111jk,Emilveien 3,4347,Høy,Pudelpointer
Håkon Thoresen,32,+47 70 00 26 27,Gamle Kirketunet 8,0557,Lo,Polish Tatra Sheepdog
Amalie Nilsen,47,+47 12 36 68 72,Juliesgate 1,3631,Nær,Pixiebob
Prof. Even Kvarme,16,593 19 519,Nedre Hestemyråsen 91,6807,Tand,Scottish Fold
Henrik Kristoffersen,57,05 24 70 48,Søndre Blåveishagen 20,6012,Tand,New Guinea Singing Dog
Even Edvardsen,94,61 10 51 10,Bjørkehagen 57,3314,Sme,Keeshond
Prof. Victoria Bakken I,38,26076290,Marisvei 83,4127,Ut,Korat
Sondre Haugen V,61,27 63 66 96,Søndre Furujordet 8,6516,Ut,LaPerm
Jenny Fjeld,51,ktptjo7q,Tuvas Gate 5,3215,Tand,Cimarrón Uruguayo
Marius Strand,25,89092141,Prestelyngen 95,2950,Lo,Cantabrian Water Dog
Håkon Kristensen,58,84031054,Torgersensvei 8,0954,Høy,American Wirehair
Ingrid Kleven,20,244 67 412,Øvre Torgvollen 1,0126,Ut,American Curl
Lars Carlsen,54,62 04 84 89,Vegges Vei 52,1087,Gjes,Serengeti
Martin Skoglund,65,741 43 149,Marisgate 63,9068,Fet,Scottish Fold
Marie Bakken,36,19 96 96 00,Vestre Torgringen 88,0596,Lille,Rhodesian Ridgeback
Joakim Mathisen,18,85579467,Pettersens Gate 27,2757,Stor,Cimarrón Uruguayo
Mari Jensen,90,+47 97 07 45 46,Wolds Gate 48,0301,Sand,Ragdoll
Eline Martinsen,94,+47 40 34 22 35,Klokkerbråten 42,0946,Gjes,Broholmer
Sander Krogh,22,58522353,Sjøsvingen 7,4616,Nær,Polish Tatra Sheepdog
Kristine Andreassen Jr.,70,802 37 157,Torgtoppen 0,4928,Sme,Tonkinese
Silje Løken,30,+47 70 60 61 78,Mariesvei 73,0793,Inn,Kurilian Bobtail
Adrian Thoresen,51,63 47 57 76,Ingridsvei 9,9349,Fager,Podenco Canario
Leah Ruud,27,+47 50 24 55 54,Gamle Fosseflata 3,0353,Inn,American Wirehair
90,08 72 61 59,Nedre Høysvingen 22,2358,Fet,Himalayan
Ole Edvardsen,84,686 57 913,Tingfaret 44,5190,Stav,Denmark Feist
Tiril Jacobsen,68,59345843,Bjørkestykket 5,6819,Fet,Toy Fox Terrier
Lars Østby,41,73 86 16 06,Fjelds Vei 28,0972,Fet,Chien Français Tricolore
Mia Nordskaug Sr.,91,020 11 218,Fiolskogen 1,0107,Sand,Somali
Lars Andresen,40,57 61 79 03,Vestre Grantunet 86,2282,Lo,Griffon Fauve de Bretagne
Nora Pedersen,58,92 52 33 72,Klokkervollen 52,5465,Inn,Bengal
Erik Kleven,21,96 32 62 31,Kaspers Vei 9,0443,Gjes,Hovawart
Marte Fredriksen,90,38 07 93 15,Berglyngen 1,0563,Nord,Irish Water Spaniel
Celine Berg,66,+47 09 59 10 01,Celinesgate 6,6985,Inn,Siamese
Kristoffer Solli,88,+47 39 52 89 50,Bakkenveien 2,1099,Tand,Highlander
Håkon Johnsen,35,46 37 05 21,Martinveien 19,7358,Sand,British Shorthair
Markus Lie,57,87449041,Granstubben 15,8929,Lo,Rat Terrier
Dr. Lucas Røed,67,244 08 615,Auroras Vei 00,0784,Vest,West Highland White Terrier
Jonas Arnesen I,49,49639282,Søndre Granstykket 63,0589,Lille,Chow Chow
Elias Berge,91,47078734,Auroras Gate 85,0852,Høy,Bombay
Eline Carlsen,67,844 68 867,Mariussgate 1,0245,Stor,Greek Shepherd
Natalie Torgersen,18,90 07 81 82,Theasvei 3,9160,Høy,Sphynx
Simen Bjerke,90,87304495,Gamle Fossekollen 0,7533,Fager,Kurilian Bobtail
Andrea Gundersen,83,827 59 898,Gamle Bjørkejordet 4,0202,Sme,Selkirk Rex
Ingrid Solheim,92,41325604,Øvre Blåveisrøa 96,0882,Stor,Oriental
Dr. Adrian Fredriksen,20,69 02 24 44,Søndre Korseggen 8,0326,Stav,Central Asian Shepherd Dog
Tiril Nguyen,83,+47 07 39 92 84,Blåveisskrenten 3,0936,Nord,Sphynx
Benjamin Aalerud IV,74,040 35 027,Geiteryggstien 19,6346,Gjes,Rough Collie
Prof. William Nordskaug,91,+47 97 24 50 55,Sandrasvei 6,9792,Gjes,Devon Rex
Sondre Gundersen,48,028 25 098,Gamle Damplassen 7,2956,Stav,Russian Blue
Oliver Kleven III,15,08 14 09 45,Jennygata 16,0203,Tand,Kurilian Bobtail
Silje Nygård,58,918 40 931,Evensenveien 11,8005,Stav,Pyrenean Mastiff
Marie Finstad,89,320 68 730,Klokkerløkka 6,4021,Fet,British Shorthair
Even Røed,89,+47 09 19 50 75,Gamle Rognesvingen 72,3851,Nær,Himalayan
Oliver Aalerud,36,97864225,Vestre Sjøgrenda 06,0507,Sand,Rough Collie
Thomas Vegge,72,292 59 734,Østre Soldugggropa 28,8510,Lo,Minskin
Emilie Edvardsen,28,+47 43 50 41 99,Lundesgate 12,5315,Sme,Hierran Wolfdog
Maren Huseby Jr.,87,+47 26 23 47 57,Camillagata 6,0730,Stor,American Curl
Malin Nguyen II,83,75 01 32 04,Elines Gate 8,0207,Lille,Wire Fox Terrier
Ida Berg,90,92184829,Solbergs Gate 4,1298,Tand,Vikhan
Camilla Nygård,74,09718573,Sofieveien 5,8173,Nord,Basenji
Dr. Aurora Vedvik,89,+47 30 70 60 02,Gundersensgate 2,8672,Lo,Segugio Italiano
Mikkel Kristensen,42,+47 89 30 99 84,Bakkegata 62,0759,Tand,White Swiss Shepherd Dog
Madeleine Vedvik IV,48,15 68 28 85,Rognevika 61,6058,Tand,Egyptian Mau
Eline Olsen,76,741 81 629,Ødegårds Gate 43,0519,Stor,Pyrenean Mastiff
Markus Ødegård,45,26 36 46 52,Vestre Presteengen 8,3085,Sme,Havana
Ida Berntsen,19,+47 74 18 20 82,Aurorasvei 6,6751,Tand,Peterbald
Prof. Theodor Karlsen,46,+47 04 25 33 09,Søndre Heggetjernet 2,4360,Mal,Bucovina Shepherd Dog
Selma Fredriksen,80,38 77 86 62,Torpveien 00,0141,Ut,Scottish Fold
56,71802595,Husebygata 7,2310,Vest,Thai
Emil Kristoffersen II,21,+47 96 81 83 72,Tingekra 0,0986,Gjes,Jagdterrier
Prof. Kristian Smogeli,60,+47 40 62 75 89,Hagens Vei 8,8201,Sand,Savannah
Ole Carlsen,70,+47 31 72 94 35,Nedre Grankroken 65,1624,Lille,Black Russian Terrier
Noah Tangen,41,99 22 41 14,Vildes Gate 3,3496,Inn,Dutch Smoushond
Leah Stensrud,24,+47 84 87 18 78,Vestre Bjørkeholtet 3,0029,Høy,Burgos Pointer
Anders Berntsen,90,558 39 162,Korsgropa 24,0794,Inn,Nebelung
Dr. Sebastian Aas,27,20957403,Furuholtet 8,2190,Ut,Wetterhoun
Tuva Kvarme,90,21 62 03 86,Thomass Vei 6,0719,Stav,Chinook
Helene Berg,64,09 95 56 83,Helenegata 82,5263,Ut,Chartreux
Oliver Amundsen,45,58943934,Østre Vassstubben 0,6679,Lo,Chihuahua
Lucas Moe I,18,151 97 450,Gamle Soltunet 2,1388,Mal,Singapura
Anna Solberg,75,17 51 92 65,Øvre Fiolmoen 60,0569,Lille,Braque Francais
Malin Bakke,69,486 25 420,Østre Tingstranda 1,7023,Stor,Oriental
Elias Mathisen,42,264 69 042,Noraveien 8,9434,Ut,Savannah
Mia Bjerke,53,284 53 764,Øvre Torgløkka 3,4630,Stor,Havana
Simen Vegge,57,+47 67 91 62 85,Østre Lilleskrenten 83,0577,Vest,Bearded Collie
Jakob Solheim I,87,35 67 59 02,Øvre Prestejordet 84,7745,Nær,Finnish Spitz
Aurora Danielsen,52,994 53 949,Hermansgate 26,0948,Lo,Siberian
Amalie Lie,55,60715537,Lillekroken 9,9722,Mal,Istrian Shorthaired Hound
Elias Gundersen,48,34 31 72 18,Konvallholtet 28,9408,Sme,Ragdoll
Mats Smogeli,52,02727292,Vestre Konvalleggen 27,0809,Fet,Cão de Gado Transmontano
Sander Evensen IV,18,91 07 26 38,Østre Bekkegrenda 13,0061,Fager,Villano de Las Encartaciones
Mats Aasen,78,+47 45 37 78 92,Andreassenveien 7,3543,Stav,Minskin
Sunniva Bakke,29,86728585,Damfaret 07,4893,Lo,German Shepherd Dog
Celine Lie,46,+47 75 36 15 54,Martineveien 4,5690,Sme,Sphynx
Benjamin Berg,34,50348707,Eikelia 89,0911,Lille,Lhasa Apso
Herman Johannessen Jr.,64,47703498,Heggevollen 02,0196,Fager,Siberian
Jørgen Aas,55,+47 38 34 86 15,Amundsengata 6,8948,Høy,Grand Griffon Vendéen
Sunniva Jakobsen,58,09153929,Østbygata 62,0978,Mal,Himalayan
Filip Bakken III,64,69347451,Litjrøa 12,0251,Tand,Chartreux
Mathilde Bakke,68,25 85 29 72,Andreas Gate 27,8336,Gjes,Labrador Retriever
Helene Edvardsen,56,+47 03 84 10 10,Strandsvei 08,0381,Fet,Ratonero Valenciano
Kristian Berntsen,36,30566789,Østre Vasstjernet 84,4404,Gjes,American Bobtail
Prof. Oda Olsen,92,o3my8v9ca,Andreass Vei 02,3104,Fet,Cornish Rex
Marte Nilsen,87,+47 92 80 84 65,Sindresvei 6,0260,Stav,Japanese Bobtail
Martin Andresen,74,010 57 140,Malmekra 54,0489,Nær,Serbian Hound
Mari Dahl,48,42329439,Korssvingen 37,2214,Inn,American Shorthair
Even Vegge I,59,+47 18 36 02 87,Martegata 16,6728,Vest,Romanian Raven Shepherd Dog
Herman Moe,62,+47 85 84 70 19,Siljegata 32,0586,Mal,Kurilian Bobtail
Tobias Fjeld,27,362 25 173,Gamle Damringen 1,6459,Sme,undefined
Herman Skoglund,69,+47 44 21 26 70,Bjørnstadgata 8,6933,Sand,Swedish Elkhound
Mina Eriksen,78,+47 42 06 95 36,Granveien 84,2650,Vest,Segugio Italiano
Thea Hansen,33,40647412,Østre Lillebråten 45,1822,Tand,Selkirk Rex
